Icon_ItemMisc_CanvasCloth|CanvasCloth
Icon_ItemTBF_UI_TBTF_Wilderrun_Tract_01|UI_TBTF_Farside_Tract_01
Icon_ItemTBF_UI_TBTF_Auroria_Tract_04|UI_TBTF_Auroria_Tract_02
Icon_ItemMisc_UI_Item_Sammich|UI_Item_Sammich
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_LemonWedge
UI_Item_Crafting_PowerCore_Blue|UI_Item_Crafting_Powder_Garlic
Icon_ItemTBF_UI_TBTF_Algoroc_Tract_01|UI_TBTF_Malgrave_Tract_01
ClientSprites:Icon_ItemMount_Mount_Front_Accessory|Mount_Front_Accessory
IconSprites:Icon_CraftingUI_Item_Crafting_Big_Cheese_Wedge|UI_Item_Crafting_Big_Cheese_Wedge
IconSprites:Icon_ItemMisc_Anniversary_Rowsdower|Anniversary_Rowsdower
IconSprites:Icon_ItemDyes_UI_Item_Dye_Red_Light2_000|UI_Item_Dye_Red_Light2_000
Icon_ItemWeaponUnidentified_Weapon_0008|Unidentified_Buckle_0008
IconSprites:Icon_ItemMisc_PellTablet|PellTablet
Icon_ItemArmor_Medium_Armor_Pants_01|Medium_Armor_Pants_01
IconSprites:Icon_ItemMisc_UI_Icon_Token_Datascape_Feet|UI_Icon_Token_Datascape_Feet
Icon_ItemMisc_Shrub|Shrub
IconSprites:Icon_ItemMisc_Magma_Grenade|Magma_Grenade
ClientSprites:Icon_ItemMisc_Cooked_bacon|Cooked_bacon
Icon_ItemMisc_cylindar|cylindar
IconSprites:Icon_ItemDyes_UI_Item_Dye_Orange_Light1_Dull_000|UI_Item_Dye_Orange_Light1_Dull_000
Icon_ItemMisc_Gas_Mask|Gas_Mask
Icon_ItemMisc_Gadget_01|Gadget_01
Icon_ItemMisc_claw_0003|claw_0003
Icon_CraftingUI_Item_Crafting_Stamina_Blue|UI_Item_Crafting_Stamina_Purple
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Feet_0002
Icon_ItemMisc_Medishot_HealOverTime_InstantHeal|Medishot_InstantHeal
Icon_ItemMisc_UI_Item_Key|UI_Item_Key
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Feet_0004
Icon_CraftingUI_Item_Crafting_Dexterity_Blue|UI_Item_Crafting_Dexterity
Icon_ItemMisc_Trees|Trees
Icon_ItemMisc_claw_0001|claw_0001
IconSprites:Icon_ItemDyes_UI_Item_Dye_Brown_Light1_000|UI_Item_Dye_Brown_Light1_000
IconSprites:Icon_ItemWeapon_Resonators_Protogames|Resonators_Protogames
Icon_ItemMisc_SilkCloth|SilkCloth
Icon_CraftingUI_Item_Crafting_Magic_Green|UI_Item_Crafting_Magic
Icon_ItemArmorHands_Unidentified_Hands_0002|Unidentified_Hands_0007
Icon_ItemMisc_UI_Item_Pearl|UI_Item_Pearl
Icon_ItemMisc_Generic_rock_01|Generic_rock_03
Icon_ItemMisc_OsunInsignia|OsunInsignia
ClientSprites:Icon_ItemMisc_Grilled_bug_meat|Grilled_bug_meat
Icon_ItemMisc_Support_System_02|Support_System_02
Icon_MedKit|Icon_Metalbarb
Icon_ItemMisc_chair_interior|chair_interior
Icon_ItemMount_Mordesh_Mount|Mordesh_Mount
Icon_ItemMisc_Generic_plantleaf_01|Generic_plantleaf_01
IconSprites:Icon_ItemMount_Hoverboard_Fang|Hoverboard_Fang
Icon_ItemWeaponUnidentified_Weapon_0004|Unidentified_Chest_0004
Icon_ItemWeaponUnidentified_Weapon_0001|Unidentified_Wrist_0010
Icon_ItemMisc_gadget_0001|gadget_0001
IconSprites:Icon_ItemDyes_UI_Item_Dye_Blue_Light2_000|UI_Item_Dye_Blue_Light2_000
Icon_ItemMisc_StructuralCarbonRod|StructuralCarbonRod
IconSprites:Icon_ItemDyes_UI_Item_Dye_GreyWarm_Light1_000|UI_Item_Dye_GreyWarm_Light1_000
Icon_ItemTBF_UI_TBTF_Whitevale_Tract_01|UI_TBTF_Grimvaults_Tract_01
Icon_ItemArmorWaist_UI_Item_Battle_Buckle|UI_Item_Battle_Buckle
ClientSprites:Icon_ItemWeapon_Sticky_Detonator|Sticky_Detonator
IconSprites:Icon_CraftingUI_Item_Crafting_Powder_RefinedSugar|UI_Item_Crafting_Powder_RefinedSugar
ClientSprites:Icon_ItemMisc_Generic_Battery_02|Generic_Battery_02
Icon_ItemMisc_Support_System_03|Support_System_03
Icon_ItemMisc_Generic_rope_02|Generic_rune
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedPurple_Dark1_Dull_000|UI_Item_Dye_RedPurple_Dark1_Dull_000
IconSprites:Icon_CraftingUI_Item_Crafting_Spice_Shaker_GarlicPowder|UI_Item_Crafting_Spice_Shaker_GarlicPowder
Icon_ItemMisc_herb_0003|herb_0003
Icon_ItemMisc_Beacon_01|Beacon_01
UI_Item_Arcane_Face|UI_Item_Meat
IconSprites:Icon_ItemMisc_UI_CandyBowl_Green|UI_CandyBowl_Green
Icon_ItemWeaponUnidentified_Weapon_0008|Unidentified_Weapon_0008
IconSprites:Icon_ItemDyes_UI_Item_Dye_BluePurple_Dark2_Dull_000|UI_Item_Dye_BluePurple_Dark2_Dull_000
Icon_ItemArmorFeet_boot_0003|boot_0003
IconSprites:Icon_Pets_Icon_VulcarrionScavenger|Icon_VulcarrionScavenger
Icon_ItemMisc_AurinFemaleFace|AurinFemaleFace
Icon_ItemMisc_Flower_02|Flower_02
QuestNew|bust
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Primary_Dull_000|UI_Item_Dye_Tan_Primary_Dull_000
Icon_ItemMisc_chair_interior|Floor_interior
Icon_ItemArmor_Light_Armor_Shoulders_05|Light_Armor_Shoulders_05
IconSprites:Icon_ItemDyes_UI_Item_Dye_Black_000|UI_Item_Dye_Black_000
UI_Item_Arcane_Face|GranokMaleFace
Icon_ItemMisc_tool_0002|tool_0002
IconSprites:Icon_ItemMisc_Bag_10Slot|Bag_10Slot
Icon_ItemWeaponUnidentified_Weapon_0006|Unidentified_Necklace_0006
Icon_ItemArmor_Medium_Armor_Boots_02|Medium_Armor_Boots_02
Icon_ItemMisc_OsunInsignia|TorineInsignia
Icon_ItemArmor_Light_Armor_Chest_04|Light_Armor_Chest_04
Icon_ItemWeaponUnidentified_Weapon_0009|Unidentified_Ring_0009
Icon_ItemMisc_Beverage_Cup_02|Beverage_Cup_02
Icon_ItemMisc_MarauderInsignia|DreggInsignia
Icon_ItemWeapon_Corrupted_Rifle|Corrupted_Glove
Icon_ItemArmorWaist_UI_Item_Reflex_Buckle|UI_Item_Reflex_Buckle
Icon_ItemWeaponUnidentified_Weapon_0003|Unidentified_Ring_0003
IconSprites:Icon_ItemDyes_UI_Item_Dye_Orange_Dark2_000|UI_Item_Dye_Orange_Dark2_000
IconSprites:Icon_ItemMisc_Eldan_Rocket_Launcher|Eldan_Rocket_Launcher
Icon_ItemWeapon_Claws_04|Claws_04
IconSprites:Icon_ItemDyes_UI_Item_Dye_Tan_Dark2_Dull_000|UI_Item_Dye_Tan_Dark2_Dull_000
Icon_ItemMisc_Eldeninfuser|EldenInfuser
IconSprites:Icon_ItemArmor_Heavy_Protogames_Helm|Heavy_Protogames_Helm
ItemMisc_UI_Item_Crystal|UI_Item_Crystal2
Icon_ItemMisc_Pillars|Pillars
Icon_ItemMisc_AntiEntropicFuel|AntiEntropicFuel
Icon_ItemArmorHands_glove_0001|glove_0001
Icon_ItemMisc_letter_0001|letter_0001
Icon_ItemMisc_Support_System_05|Support_System_05
Icon_ItemArmor_Heavy_Armor_Helm_04|Heavy_Armor_Helm_04
ClientSprites:Icon_ItemMount_Mount_Back_Accessory|Mount_Back_Accessory
IconSprites:Icon_CraftingUI_Item_Crafting_Powder_UltrafineSugar|UI_Item_Crafting_Powder_UltrafineSugar
UI_KeyCard_01|UI_CRB_TBF002
ClientSprites:Icon_ItemMisc_Medishot_AoEHeal|Medishot_AoEHeal
Icon_ItemWeaponUnidentified_Weapon_0009|Unidentified_Necklace_0009
Icon_ItemMisc_Generic_shell_02|Generic_seed_03
Icon_ItemMisc_tooth_0003|tooth_0003
sprGuildCharter_Banner|DreggBanner
ClientSprites:Icon_ItemMisc_Stewed_Grimgourd|Stewed_Grimgourd
ClientSprites:Icon_ItemMisc_Grilled_fish_filet|Grilled_fish_filet
Icon_ItemWeapon_Psyblade_02|Psyblade_02
IconSprites:Icon_ItemDyes_UI_Item_Dye_BlueGreen_Primary_000|UI_Item_Dye_BlueGreen_Primary_000
Icon_ItemArmorFeet_Unidentified_Feet_0001|Unidentified_Face_0010
IconSprites:Icon_ItemArmor_Ascendancy_Gloves|Ascendancy_Gloves
ClientSprites:Icon_ItemMisc_FalkrinInsignia|FalkrinInsignia
IconSprites:Icon_ItemMount_Hoverboard_Rosie|Hoverboard_Rosie
IconSprites:Icon_ItemArmor_Heavy_Protogames_Gloves|Heavy_Protogames_Gloves
Icon_ItemMisc_Generic_Torch|Generic_relic
IconSprites:Icon_ItemMisc_Switches|Switches
Icon_ItemWeaponUnidentified_Weapon_0001|Unidentified_Ring_0001
Icon_ItemArmor_Light_Armor_Chest_03|Icon_ItemArmor_Outfit_Fancypants_Chest
Icon_ItemMisc_Pummelgranate_Drink|Pummelgranate_Drink
Icon_ItemMisc_hanging_plants|hanging_plants
IconSprites:Icon_ItemDyes_UI_Item_Dye_Green_Dark2_Dull_000|UI_Item_Dye_Green_Dark2_Dull_000
Icon_ItemMisc_bag_0003|bag_0003
Icon_CraftingUI_Item_Crafting_Strength_Green|UI_Item_Crafting_Strength_Green
IconSprites:Icon_ItemDyes_UI_Item_Dye_RedOrange_Primary_Dull_000|UI_Item_Dye_RedOrange_Primary_Dull_000
Icon_ItemMisc_Data_Rod|Data_Rod
IconSprites:Icon_ItemMisc_UI_Icon_Token_GeneticArchives_Head|UI_Icon_Token_GeneticArchives_Head
Icon_ItemMisc_Generic_lightbulb|Generic_lightbulb
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowGreen_Light1_000|UI_Item_Dye_YellowGreen_Light1_000
ItemMisc_UI_Item_Crystal|UI_Item_Crystal
Icon_ItemMisc_Mechanical_objects_floor|Mechanical_objects_wall
Icon_ItemMisc_Generic_plantleaf_01|Generic_plantleaf_02
Icon_Enrage|Icon_Dynamo
ClientSprites:Icon_ItemMisc_ShadeslateCrystal|ShadeslateCrystal
IconSprites:Icon_CraftingUI_Item_Crafting_Bottle_FireSauce|UI_Item_Crafting_Bottle_FireSauce
IconSprites:Icon_ItemDyes_UI_Item_Dye_YellowOrange_Light1_Dull_000|UI_Item_Dye_YellowOrange_Light1_Dull_000
Icon_ItemMisc_GenericHeart|GenericHeart
Icon_ItemWeapon_Pistol_01|Pistol_01
IconSprites:Icon_ItemDyes_UI_Item_Dye_Green_Primary_Dull_000|UI_Item_Dye_Green_Primary_Dull_000
Icon_ItemMisc_bag_0001|bag_0001
Icon_ItemMisc_Signs|Signs
Icon_ItemTBF_UI_TBTF_Ellevar_Tract_02|UI_TBTF_Ellevar_Tract_02
Icon_ItemMisc_drapes|drapes
Icon_ItemArmor_Light_Armor_Helm_02|Light_Armor_Helm_02
Icon_ItemMisc_AdvancedOmniplasm|AdvancedOmniplasm
Icon_ItemMisc_dresser|dresser
Icon_ItemTBF_UI_TBTF_Algoroc_Tract_02|UI_TBTF_Algoroc_Tract_02
Icon_ItemMisc_FalkrinBanner|FalkrinBanner
Icon_ItemMisc_WarpedExoPlating|WarpedExoPlating
Icon_ItemMisc_UI_Item_Camera|UI_Item_Camera
IconSprites:Icon_Pets_Icon_HowlingMountainYeti|Icon_HowlingMountainYeti
IconSprites:Icon_ItemDyes_UI_Item_Dye_BlueGreen_Dark2_Dull_000|UI_Item_Dye_BlueGreen_Dark2_Dull_000
Icon_ItemMisc_Generic_shell_02|Generic_shell_01
Icon_ItemWeapon_EMP_Rocket_Launcher|EMP_Rocket_Launcher
Icon_ItemMisc_Gadget_03|Gadget_03
Icon_ItemMount_Mechari_Mount|Aurin_Mount
Icon_ItemArmor_Heavy_Armor_Pants_04|Heavy_Armor_Pants_04
IconSprites:Icon_Pets_Icon_DarkspurChompacabraPup|Icon_DarkspurChompacabraPup
IconSprites:Icon_ItemWeapon_Launcher_Protogames|Launcher_Protogames
Icon_ItemWeapon_Toxic_Gun|Toxic_Gun
ClientSprites:Icon_ItemMisc_BirdBeak|BirdBeak
Icon_ItemMisc_UI_Item_Chest|UI_Item_Chest
IconSprites:Icon_CraftingUI_Item_Crafting_Droplet_SourCream|UI_Item_Crafting_Droplet_SourCream
